"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","h_block","full_address","lat","lon","lat_offset","lon_offset","cid","popup_text"
"1","Theft From Auto Under $5000",2012,9,"10XX BURRARD ST","1000 BURRARD ST","1000 BURRARD ST , Vancouver, BC, Canada",49.27986,-123.12661,49.2801823941908,-123.126415377109,1,"1000 BURRARD ST  "
"2","Theft From Auto Under $5000",2012,10,"4XX KINGSWAY AVE","400 KINGSWAY AVE","400 KINGSWAY AVE , Vancouver, BC, Canada",49.2590726,-123.0956996,49.2593957904115,-123.095359539495,1,"400 KINGSWAY AVE  "
"3","Theft From Auto Under $5000",2012,10,"51XX ST GEORGE ST","5100 ST GEORGE ST","5100 ST GEORGE ST , Vancouver, BC, Canada",49.262,-123.09301,49.2621983003649,-123.092899303823,1,"5100 ST GEORGE ST  "
"4","Theft From Auto Under $5000",2012,10,"8XX SEYMOUR ST","800 SEYMOUR ST","800 SEYMOUR ST , Vancouver, BC, Canada",49.2804991,-123.1189233,49.2807843596944,-123.118769391093,1,"800 SEYMOUR ST  "
"5","Theft From Auto Under $5000",2012,10,"8XX SEYMOUR ST","800 SEYMOUR ST","800 SEYMOUR ST , Vancouver, BC, Canada",49.2804991,-123.1189233,49.2809972361523,-123.118797734013,1,"800 SEYMOUR ST  "
"6","Theft From Auto Under $5000",2012,10,"E 50TH AVE / FRASER ST","E 50TH AVE / FRASER ST","E 50TH AVE / FRASER ST , Vancouver, BC, Canada",49.22406,-123.06249,49.2244857760438,-123.06204478308,1,"E 50TH AVE / FRASER ST  "
"7","Theft From Auto Under $5000",2012,10,"31XX GRAVELEY ST","3100 GRAVELEY ST","3100 GRAVELEY ST , Vancouver, BC, Canada",49.2702951,-123.0386987,49.2705914477464,-123.038205948534,1,"3100 GRAVELEY ST  "
"8","Theft From Auto Under $5000",2012,10,"14XX E 10TH AVE","1400 E 10TH AVE","1400 E 10TH AVE , Vancouver, BC, Canada",49.2613061,-123.0756154,49.2614235555844,-123.075464132055,1,"1400 E 10TH AVE  "
"9","Theft From Auto Under $5000",2012,10,"64XX CAMBIE ST","6400 CAMBIE ST","6400 CAMBIE ST , Vancouver, BC, Canada",49.226804,-123.1161403,49.2272736424014,-123.115849806536,1,"6400 CAMBIE ST  "
"10","Theft From Auto Under $5000",2012,10,"5XX SMITHE ST","500 SMITHE ST","500 SMITHE ST , Vancouver, BC, Canada",49.2790106,-123.1197059,49.2792759020604,-123.119495121926,1,"500 SMITHE ST  "
"11","Theft From Auto Under $5000",2012,10,"14XX W 12TH AVE","1400 W 12TH AVE","1400 W 12TH AVE , Vancouver, BC, Canada",49.2606051,-123.1363803,49.2609455361045,-123.13611861175,1,"1400 W 12TH AVE  "
"12","Theft From Auto Under $5000",2012,10,"14XX W 12TH AVE","1400 W 12TH AVE","1400 W 12TH AVE , Vancouver, BC, Canada",49.2606051,-123.1363803,49.2607849601513,-123.136072094659,1,"1400 W 12TH AVE  "
"13","Theft From Auto Under $5000",2012,10,"56XX WESSEX ST","5600 WESSEX ST","5600 WESSEX ST , Vancouver, BC, Canada",49.2329713,-123.0340793,49.2332548584744,-123.033795342207,1,"5600 WESSEX ST  "
"14","Theft From Auto Under $5000",2012,10,"17XX KINGSWAY AVE","1700 KINGSWAY AVE","1700 KINGSWAY AVE , Vancouver, BC, Canada",49.2526106,-122.7621172,49.2527198105176,-122.76188772544,1,"1700 KINGSWAY AVE  "
"15","Theft From Auto Under $5000",2012,10,"22XX W 5TH AVE","2200 W 5TH AVE","2200 W 5TH AVE , Vancouver, BC, Canada",49.2671751,-123.1553828,49.2672993295441,-123.154889300204,1,"2200 W 5TH AVE  "
"16","Theft From Auto Under $5000",2012,10,"14XX W HASTINGS ST","1400 W HASTINGS ST","1400 W HASTINGS ST , Vancouver, BC, Canada",49.2898874,-123.1270573,49.2900203925213,-123.12661113636,1,"1400 W HASTINGS ST  "
"17","Theft From Auto Under $5000",2012,10,"1XX E 14TH AVE","100 E 14TH AVE","100 E 14TH AVE , Vancouver, BC, Canada",49.2583045,-123.102899,49.2584462824049,-123.102779939808,1,"100 E 14TH AVE  "
"18","Theft From Auto Under $5000",2012,10,"48XX SLOCAN ST","4800 SLOCAN ST","4800 SLOCAN ST , Vancouver, BC, Canada",49.2412425,-123.0525731,49.2413771840193,-123.052346157196,1,"4800 SLOCAN ST  "
"19","Theft From Auto Under $5000",2012,10,"33XX W 32ND AVE","3300 W 32ND AVE","3300 W 32ND AVE , Vancouver, BC, Canada",49.2431451,-123.1788402,49.2433141059165,-123.178704857203,1,"3300 W 32ND AVE  "
"20","Theft From Auto Under $5000",2012,10,"8XX BURRARD ST","800 BURRARD ST","800 BURRARD ST , Vancouver, BC, Canada",49.2827399,-123.12297,49.2831182220516,-123.122614706825,1,"800 BURRARD ST  "
"21","Theft From Auto Under $5000",2012,10,"HEATHER ST / W 33RD AVE","HEATHER ST / W 33RD AVE","HEATHER ST / W 33RD AVE , Vancouver, BC, Canada",49.26146,-123.11995,49.2617499998969,-123.119736687561,1,"HEATHER ST / W 33RD AVE  "
"22","Theft From Auto Under $5000",2012,10,"35XX W 26TH AVE","3500 W 26TH AVE","3500 W 26TH AVE , Vancouver, BC, Canada",49.2488851,-123.1820115,49.2491024805444,-123.181554591383,1,"3500 W 26TH AVE  "
"23","Theft From Auto Under $5000",2012,10,"7XX E 54TH AVE","700 E 54TH AVE","700 E 54TH AVE , Vancouver, BC, Canada",49.2204851,-123.0906388,49.2208570407275,-123.090516235242,1,"700 E 54TH AVE  "
"24","Theft From Auto Under $5000",2012,10,"E 8TH AVE / WOODLAND DR","E 8TH AVE / WOODLAND DR","E 8TH AVE / WOODLAND DR , Vancouver, BC, Canada",49.26325,-123.06226,49.2634566178651,-123.061972333278,1,"E 8TH AVE / WOODLAND DR  "
"25","Theft From Auto Under $5000",2012,10,"SEYMOUR ST / W HASTINGS ST","SEYMOUR ST / W HASTINGS ST","SEYMOUR ST / W HASTINGS ST , Vancouver, BC, Canada",49.28175,-123.10579,49.2818786443235,-123.10568078319,1,"SEYMOUR ST / W HASTINGS ST  "
"26","Theft From Auto Under $5000",2012,10,"25XX MAPLE ST","2500 MAPLE ST","2500 MAPLE ST , Vancouver, BC, Canada",49.2636236,-123.1502756,49.2638057575914,-123.149853651852,1,"2500 MAPLE ST  "
"27","Theft From Auto Under $5000",2012,10,"COLUMBIA ST / KEEFER ST","COLUMBIA ST / KEEFER ST","COLUMBIA ST / KEEFER ST , Vancouver, BC, Canada",49.27948,-123.09972,49.2798000100131,-123.099420215676,1,"COLUMBIA ST / KEEFER ST  "
"28","Theft From Auto Under $5000",2012,10,"BOUNDARY RD / KINGSWAY AVE","BOUNDARY RD / KINGSWAY AVE","BOUNDARY RD / KINGSWAY AVE , Vancouver, BC, Canada",49.21276,-123.0238,49.212885781872,-123.023529065783,1,"BOUNDARY RD / KINGSWAY AVE  "
"29","Theft From Auto Under $5000",2012,10,"12XX W 45TH AVE","1200 W 45TH AVE","1200 W 45TH AVE , Vancouver, BC, Canada",49.2303051,-123.133614,49.2305408432636,-123.133452531858,1,"1200 W 45TH AVE  "
"30","Theft From Auto Under $5000",2012,10,"35XX VANNESS AVE","3500 VANNESS AVE","3500 VANNESS AVE , Vancouver, BC, Canada",49.2370486,-123.0296816,49.2371601445935,-123.029332479241,1,"3500 VANNESS AVE  "
"31","Theft From Auto Under $5000",2012,10,"18XX W BROADWAY AVE","1800 W BROADWAY AVE","1800 W BROADWAY AVE , Vancouver, BC, Canada",49.2635851,-123.1459829,49.2640127735928,-123.145525163037,1,"1800 W BROADWAY AVE  "
"32","Theft From Auto Under $5000",2012,10,"10XX NICOLA ST","1000 NICOLA ST","1000 NICOLA ST , Vancouver, BC, Canada",49.2863137,-123.1344198,49.2865535344708,-123.134165122332,1,"1000 NICOLA ST  "
"33","Theft From Auto Under $5000",2012,10,"35XX W 26TH AVE","3500 W 26TH AVE","3500 W 26TH AVE , Vancouver, BC, Canada",49.2488851,-123.1820115,49.249328669829,-123.181875921154,1,"3500 W 26TH AVE  "
"34","Theft From Auto Under $5000",2012,10,"32XX KINGSWAY AVE","3200 KINGSWAY AVE","3200 KINGSWAY AVE , Vancouver, BC, Canada",49.2348704,-123.0377165,49.235336920342,-123.037237092849,1,"3200 KINGSWAY AVE  "
"35","Theft From Auto Under $5000",2012,10,"38XX SELKIRK ST","3800 SELKIRK ST","3800 SELKIRK ST , Vancouver, BC, Canada",49.2518065,-123.1317789,49.2520306769318,-123.131588005958,1,"3800 SELKIRK ST  "
"36","Theft From Auto Under $5000",2012,10,"W 33RD AVE / WILLOW ST","W 33RD AVE / WILLOW ST","W 33RD AVE / WILLOW ST , Vancouver, BC, Canada",49.26415,-123.12177,49.2643419314087,-123.121665959492,1,"W 33RD AVE / WILLOW ST  "
"37","Theft From Auto Under $5000",2012,10,"15XX E 20TH AVE","1500 E 20TH AVE","1500 E 20TH AVE , Vancouver, BC, Canada",49.2524522,-123.073528,49.2526025604699,-123.073042254807,1,"1500 E 20TH AVE  "
"38","Theft From Auto Under $5000",2012,10,"5XX TAYLOR ST","500 TAYLOR ST","500 TAYLOR ST , Vancouver, BC, Canada",49.2805107,-123.105474,49.2806494241575,-123.10505187773,1,"500 TAYLOR ST  "
"39","Theft From Auto Under $5000",2012,10,"34XX KINGSWAY AVE","3400 KINGSWAY AVE","3400 KINGSWAY AVE , Vancouver, BC, Canada",49.2325298,-123.0330701,49.2329015066931,-123.032809114176,1,"3400 KINGSWAY AVE  "
"40","Theft From Auto Under $5000",2012,10,"20XX W BROADWAY AVE","2000 W BROADWAY AVE","2000 W BROADWAY AVE , Vancouver, BC, Canada",49.2636551,-123.1506819,49.2638683982789,-123.150239163889,1,"2000 W BROADWAY AVE  "
"41","Theft From Auto Under $5000",2012,10,"25XX MAPLE ST","2500 MAPLE ST","2500 MAPLE ST , Vancouver, BC, Canada",49.2636236,-123.1502756,49.263725720034,-123.149985733894,1,"2500 MAPLE ST  "
"42","Theft From Auto Under $5000",2012,10,"25XX MACDONALD ST","2500 MACDONALD ST","2500 MACDONALD ST , Vancouver, BC, Canada",49.2639387,-123.1680751,49.2642917786125,-123.167904568658,1,"2500 MACDONALD ST  "
"43","Theft From Auto Under $5000",2012,10,"35XX W 26TH AVE","3500 W 26TH AVE","3500 W 26TH AVE , Vancouver, BC, Canada",49.2488851,-123.1820115,49.2489997138626,-123.18152720024,1,"3500 W 26TH AVE  "
"44","Theft From Auto Under $5000",2012,10,"2XX E 7TH AVE","200 E 7TH AVE","200 E 7TH AVE , Vancouver, BC, Canada",49.2644751,-123.1006897,49.2647985817311,-123.100439958471,1,"200 E 7TH AVE  "
"45","Theft From Auto Under $5000",2012,10,"4XX W 33RD AVE","400 W 33RD AVE","400 W 33RD AVE , Vancouver, BC, Canada",49.2408752,-123.1170777,49.2412090769474,-123.116964752453,1,"400 W 33RD AVE  "
"46","Theft From Auto Under $5000",2012,10,"25XX MACDONALD ST","2500 MACDONALD ST","2500 MACDONALD ST , Vancouver, BC, Canada",49.2639387,-123.1680751,49.2642728672387,-123.167593021022,1,"2500 MACDONALD ST  "
"47","Theft From Auto Under $5000",2012,10,"25XX MACDONALD ST","2500 MACDONALD ST","2500 MACDONALD ST , Vancouver, BC, Canada",49.2639387,-123.1680751,49.2641070158413,-123.167691398345,1,"2500 MACDONALD ST  "
"48","Theft From Auto Under $5000",2012,10,"11XX PARKER ST","1100 PARKER ST","1100 PARKER ST , Vancouver, BC, Canada",49.2757551,-123.0791793,49.2761482954683,-123.078743100967,1,"1100 PARKER ST  "
"49","Theft From Auto Under $5000",2012,10,"25XX MAPLE ST","2500 MAPLE ST","2500 MAPLE ST , Vancouver, BC, Canada",49.2636236,-123.1502756,49.2639713470998,-123.149905345173,1,"2500 MAPLE ST  "
"50","Theft From Auto Under $5000",2012,10,"25XX MACDONALD ST","2500 MACDONALD ST","2500 MACDONALD ST , Vancouver, BC, Canada",49.2639387,-123.1680751,49.2643993198333,-123.167637410622,1,"2500 MACDONALD ST  "
"51","Theft From Auto Under $5000",2012,10,"25XX MACDONALD ST","2500 MACDONALD ST","2500 MACDONALD ST , Vancouver, BC, Canada",49.2639387,-123.1680751,49.2640898929934,-123.167612327576,1,"2500 MACDONALD ST  "
"52","Theft From Auto Under $5000",2012,10,"34XX KINGSWAY AVE","3400 KINGSWAY AVE","3400 KINGSWAY AVE , Vancouver, BC, Canada",49.2325298,-123.0330701,49.2328977906302,-123.03279726662,1,"3400 KINGSWAY AVE  "
"53","Theft From Auto Under $5000",2012,10,"45XX W 10TH AVE","4500 W 10TH AVE","4500 W 10TH AVE , Vancouver, BC, Canada",49.2637151,-123.2093121,49.2640837673405,-123.208825279467,1,"4500 W 10TH AVE  "
"54","Theft From Auto Under $5000",2012,10,"GRANVILLE ST / W 59TH AVE","GRANVILLE ST / W 59TH AVE","GRANVILLE ST / W 59TH AVE , Vancouver, BC, Canada",49.2842399,-123.11549,49.2847130535913,-123.115270428255,1,"GRANVILLE ST / W 59TH AVE  "
"55","Theft From Auto Under $5000",2012,10,"35XX KINGSWAY AVE","3500 KINGSWAY AVE","3500 KINGSWAY AVE , Vancouver, BC, Canada",49.2319652,-123.0279818,49.2323952660309,-123.027806918744,1,"3500 KINGSWAY AVE  "
"56","Theft From Auto Under $5000",2012,10,"20XX W BROADWAY AVE","2000 W BROADWAY AVE","2000 W BROADWAY AVE , Vancouver, BC, Canada",49.2636551,-123.1506819,49.2637692708931,-123.150435143485,1,"2000 W BROADWAY AVE  "
"57","Theft From Auto Under $5000",2012,10,"25XX MAPLE ST","2500 MAPLE ST","2500 MAPLE ST , Vancouver, BC, Canada",49.2636236,-123.1502756,49.2637245650436,-123.149966280432,1,"2500 MAPLE ST  "
"58","Theft From Auto Under $5000",2012,10,"18XX PANDORA ST","1800 PANDORA ST","1800 PANDORA ST , Vancouver, BC, Canada",49.2829749,-123.0679554,49.2832534804387,-123.067494603247,1,"1800 PANDORA ST  "
"59","Theft From Auto Under $5000",2012,10,"21XX GRAVELEY ST","2100 GRAVELEY ST","2100 GRAVELEY ST , Vancouver, BC, Canada",49.2703451,-123.0616493,49.2706741570979,-123.061257204922,1,"2100 GRAVELEY ST  "
"60","Theft From Auto Under $5000",2012,10,"20XX W BROADWAY AVE","2000 W BROADWAY AVE","2000 W BROADWAY AVE , Vancouver, BC, Canada",49.2636551,-123.1506819,49.2638119239515,-123.150270469851,1,"2000 W BROADWAY AVE  "
"61","Theft From Auto Under $5000",2012,10,"BURRARD ST / DAVIE ST","BURRARD ST / DAVIE ST","BURRARD ST / DAVIE ST , Vancouver, BC, Canada",49.27962,-123.12829,49.2798959893082,-123.127924917419,1,"BURRARD ST / DAVIE ST  "
"62","Theft From Auto Under $5000",2012,10,"20XX E 40TH AVE","2000 E 40TH AVE","2000 E 40TH AVE , Vancouver, BC, Canada",49.2338151,-123.0653098,49.2342033087784,-123.065088410979,1,"2000 E 40TH AVE  "
"63","Theft From Auto Under $5000",2012,10,"5XX W 7TH AVE","500 W 7TH AVE","500 W 7TH AVE , Vancouver, BC, Canada",49.2648169,-123.1149734,49.2652462794278,-123.114769381324,1,"500 W 7TH AVE  "
"64","Theft From Auto Under $5000",2012,10,"86XX OSLER ST","8600 OSLER ST","8600 OSLER ST , Vancouver, BC, Canada",49.2082896,-123.1314163,49.2084680714267,-123.131211661211,1,"8600 OSLER ST  "
"65","Theft From Auto Under $5000",2012,10,"13XX CARDERO ST","1300 CARDERO ST","1300 CARDERO ST , Vancouver, BC, Canada",49.2838575,-123.1404688,49.2843167757388,-123.140184350987,1,"1300 CARDERO ST  "
"66","Theft From Auto Under $5000",2012,10,"17XX E BROADWAY AVE","1700 E BROADWAY AVE","1700 E BROADWAY AVE , Vancouver, BC, Canada",49.2621347,-123.0695493,49.2622401123665,-123.069291735891,1,"1700 E BROADWAY AVE  "
"67","Theft From Auto Under $5000",2012,10,"20XX W BROADWAY AVE","2000 W BROADWAY AVE","2000 W BROADWAY AVE , Vancouver, BC, Canada",49.2636551,-123.1506819,49.2640637281364,-123.150185681468,1,"2000 W BROADWAY AVE  "
"68","Theft From Auto Under $5000",2012,10,"44XX OAK ST","4400 OAK ST","4400 OAK ST , Vancouver, BC, Canada",49.2461782,-123.1274744,49.2465353374955,-123.127212247974,1,"4400 OAK ST  "
"69","Theft From Auto Under $5000",2012,10,"25XX MAPLE ST","2500 MAPLE ST","2500 MAPLE ST , Vancouver, BC, Canada",49.2636236,-123.1502756,49.2641072204382,-123.149952232905,1,"2500 MAPLE ST  "
"70","Theft From Auto Under $5000",2012,10,"64XX KILLARNEY ST","6400 KILLARNEY ST","6400 KILLARNEY ST , Vancouver, BC, Canada",49.2257452,-123.0453959,49.2259494680294,-123.045008451065,1,"6400 KILLARNEY ST  "
"71","Theft From Auto Under $5000",2012,10,"25XX MAPLE ST","2500 MAPLE ST","2500 MAPLE ST , Vancouver, BC, Canada",49.2636236,-123.1502756,49.2638624637508,-123.149822620682,1,"2500 MAPLE ST  "
"72","Theft From Auto Under $5000",2012,10,"12XX W CORDOVA ST","1200 W CORDOVA ST","1200 W CORDOVA ST , Vancouver, BC, Canada",49.2891795,-123.1223123,49.2893305475617,-123.121936102366,1,"1200 W CORDOVA ST  "
"73","Theft From Auto Under $5000",2012,10,"25XX MACDONALD ST","2500 MACDONALD ST","2500 MACDONALD ST , Vancouver, BC, Canada",49.2639387,-123.1680751,49.2641986630755,-123.167618262,1,"2500 MACDONALD ST  "
"74","Theft From Auto Under $5000",2012,10,"21XX STANLEY PARK DR","2100 STANLEY PARK DR","2100 STANLEY PARK DR , Vancouver, BC, Canada",49.29846,-123.117304,49.2989065607348,-123.117096420225,1,"2100 STANLEY PARK DR  "
"75","Theft From Auto Under $5000",2012,10,"8XX W 12TH AVE","800 W 12TH AVE","800 W 12TH AVE , Vancouver, BC, Canada",49.2603751,-123.12194,49.2608365645758,-123.121509322107,1,"800 W 12TH AVE  "
"76","Theft From Auto Under $5000",2012,10,"1XX E 7TH AVE","100 E 7TH AVE","100 E 7TH AVE , Vancouver, BC, Canada",49.2644947,-123.1026489,49.2648333046551,-123.102259996639,1,"100 E 7TH AVE  "
"77","Theft From Auto Under $5000",2012,10,"7XX UNION ST","700 UNION ST","700 UNION ST , Vancouver, BC, Canada",49.2773249,-123.0893595,49.2777976834657,-123.089071889829,1,"700 UNION ST  "
"78","Theft From Auto Under $5000",2012,10,"64XX ASH ST","6400 ASH ST","6400 ASH ST , Vancouver, BC, Canada",49.226971,-123.1178576,49.2271149712273,-123.11770431918,1,"6400 ASH ST  "
"79","Theft From Auto Under $5000",2012,10,"32XX E 48TH AVE","3200 E 48TH AVE","3200 E 48TH AVE , Vancouver, BC, Canada",49.2253347,-123.0385266,49.2256207481041,-123.038068274413,1,"3200 E 48TH AVE  "
"80","Theft From Auto Under $5000",2012,10,"11XX NELSON ST","1100 NELSON ST","1100 NELSON ST , Vancouver, BC, Canada",49.2824647,-123.1282263,49.2827743062528,-123.127991649435,1,"1100 NELSON ST  "
"81","Theft From Auto Under $5000",2012,10,"HOWE ST / PACIFIC ST","HOWE ST / PACIFIC ST","HOWE ST / PACIFIC ST , Vancouver, BC, Canada",49.27921,-123.13583,49.279433800267,-123.135566424019,1,"HOWE ST / PACIFIC ST  "
"82","Theft From Auto Under $5000",2012,10,"E 6TH AVE / GLEN DR","E 6TH AVE / GLEN DR","E 6TH AVE / GLEN DR , Vancouver, BC, Canada",49.26508,-123.06508,49.265570304157,-123.06495655505,1,"E 6TH AVE / GLEN DR  "
"83","Theft From Auto Under $5000",2012,10,"17XX PANDORA ST","1700 PANDORA ST","1700 PANDORA ST , Vancouver, BC, Canada",49.2829851,-123.070076,49.2831216482355,-123.069793977274,1,"1700 PANDORA ST  "
"84","Theft From Auto Under $5000",2012,10,"45XX TODD ST","4500 TODD ST","4500 TODD ST , Vancouver, BC, Canada",49.2432531,-123.0446419,49.2434816427664,-123.044276307553,1,"4500 TODD ST  "
"85","Theft From Auto Under $5000",2012,10,"32XX KINGSWAY AVE","3200 KINGSWAY AVE","3200 KINGSWAY AVE , Vancouver, BC, Canada",49.2348704,-123.0377165,49.2349892465586,-123.037508152463,1,"3200 KINGSWAY AVE  "
"86","Theft From Auto Under $5000",2012,10,"20XX W BROADWAY AVE","2000 W BROADWAY AVE","2000 W BROADWAY AVE , Vancouver, BC, Canada",49.2636551,-123.1506819,49.2637617101593,-123.150537001196,1,"2000 W BROADWAY AVE  "
"87","Theft From Auto Under $5000",2012,10,"8XX RICHARDS ST","800 RICHARDS ST","800 RICHARDS ST , Vancouver, BC, Canada",49.2798686,-123.1179346,49.2801913125569,-123.117627828955,1,"800 RICHARDS ST  "
"88","Theft From Auto Under $5000",2012,10,"17XX E 34TH AVE","1700 E 34TH AVE","1700 E 34TH AVE , Vancouver, BC, Canada",49.2391851,-123.0710614,49.2396213998747,-123.070767806617,1,"1700 E 34TH AVE  "
"89","Theft From Auto Under $5000",2012,10,"27XX E 45TH AVE","2700 E 45TH AVE","2700 E 45TH AVE , Vancouver, BC, Canada",49.2292441,-123.0513301,49.2293815890319,-123.05088158871,1,"2700 E 45TH AVE  "
"90","Theft From Auto Under $5000",2012,10,"14XX E PENDER ST","1400 E PENDER ST","1400 E PENDER ST , Vancouver, BC, Canada",49.2802351,-123.0760394,49.2807258943894,-123.075720926816,1,"1400 E PENDER ST  "
"91","Theft From Auto Under $5000",2012,10,"6XX RICHARDS ST","600 RICHARDS ST","600 RICHARDS ST , Vancouver, BC, Canada",49.2820977,-123.1145466,49.2824380625349,-123.114261515985,1,"600 RICHARDS ST  "
"92","Theft From Auto Under $5000",2012,10,"24XX W 14TH AVE","2400 W 14TH AVE","2400 W 14TH AVE , Vancouver, BC, Canada",49.2591251,-123.1604234,49.2594355196955,-123.16030821158,1,"2400 W 14TH AVE  "
"93","Theft From Auto Under $5000",2012,10,"18XX FRANCES ST","1800 FRANCES ST","1800 FRANCES ST , Vancouver, BC, Canada",49.2792735,-123.0680296,49.2795365084522,-123.067849408057,1,"1800 FRANCES ST  "
"94","Theft From Auto Under $5000",2012,10,"16XX W 7TH AVE","1600 W 7TH AVE","1600 W 7TH AVE , Vancouver, BC, Canada",49.2652751,-123.1411427,49.2654161094165,-123.141007897742,1,"1600 W 7TH AVE  "
"95","Theft From Auto Under $5000",2012,10,"20XX W KING EDWARD AVE","2000 W KING EDWARD AVE","2000 W KING EDWARD AVE , Vancouver, BC, Canada",49.2507366,-123.1517329,49.2508877544126,-123.151257952201,1,"2000 W KING EDWARD AVE  "
"96","Theft From Auto Under $5000",2012,10,"E 7TH AVE / WOODLAND DR","E 7TH AVE / WOODLAND DR","E 7TH AVE / WOODLAND DR , Vancouver, BC, Canada",49.26417,-123.06317,49.2645639495919,-123.06287819604,1,"E 7TH AVE / WOODLAND DR  "
"97","Theft From Auto Under $5000",2012,10,"14XX E KENT N AVE","1400 E KENT N AVE","1400 E KENT N AVE , Vancouver, BC, Canada",49.2091431,-123.0785679,49.2096357904243,-123.078128520633,1,"1400 E KENT N AVE  "
"98","Theft From Auto Under $5000",2012,10,"14XX ANDERSON ST","1400 ANDERSON ST","1400 ANDERSON ST , Vancouver, BC, Canada",49.2708035,-123.135533,49.2710334852724,-123.135251931098,1,"1400 ANDERSON ST  "
"99","Theft From Auto Under $5000",2012,10,"47XX NW MARINE DR","4700 NW MARINE DR","4700 NW MARINE DR , Vancouver, BC, Canada",49.2760162,-123.2159049,49.2764361868369,-123.215763870831,1,"4700 NW MARINE DR  "
"100","Theft From Auto Under $5000",2012,10,"KINGSWAY AVE / STAMFORD ST","KINGSWAY AVE / STAMFORD ST","KINGSWAY AVE / STAMFORD ST , Vancouver, BC, Canada",49.2187399,-122.96654,49.2191519817176,-122.966373533312,1,"KINGSWAY AVE / STAMFORD ST  "
"101","Theft From Auto Under $5000",2012,10,"MAIN ST / TERMINAL AVE","MAIN ST / TERMINAL AVE","MAIN ST / TERMINAL AVE , Vancouver, BC, Canada",49.27293,-123.10091,49.2730931001448,-123.100464477943,1,"MAIN ST / TERMINAL AVE  "
"102","Theft From Auto Under $5000",2012,10,"31XX E 29TH AVE","3100 E 29TH AVE","3100 E 29TH AVE , Vancouver, BC, Canada",49.2444151,-123.0404197,49.2445423149629,-123.039986899033,1,"3100 E 29TH AVE  "
"103","Theft From Auto Under $5000",2012,10,"27XX PANDORA ST","2700 PANDORA ST","2700 PANDORA ST , Vancouver, BC, Canada",49.2828449,-123.049006,49.2832379788522,-123.048585213443,1,"2700 PANDORA ST  "
"104","Theft From Auto Under $5000",2012,10,"26XX OXFORD ST","2600 OXFORD ST","2600 OXFORD ST , Vancouver, BC, Canada",49.2634218,-122.7898233,49.2635465471814,-122.789653226892,1,"2600 OXFORD ST  "
"105","Theft From Auto Under $5000",2012,10,"26XX W BROADWAY AVE","2600 W BROADWAY AVE","2600 W BROADWAY AVE , Vancouver, BC, Canada",49.2638951,-123.1648728,49.2643904289261,-123.164449142883,1,"2600 W BROADWAY AVE  "
"106","Theft From Auto Under $5000",2012,10,"34XX ASCOT PL","3400 ASCOT PL","3400 ASCOT PL , Vancouver, BC, Canada",49.2390486,-123.0333605,49.2395414609876,-123.033164755111,1,"3400 ASCOT PL  "
"107","Theft From Auto Under $5000",2012,10,"22XX W 6TH AVE","2200 W 6TH AVE","2200 W 6TH AVE , Vancouver, BC, Canada",49.2663251,-123.1553621,49.2667078092932,-123.155015764803,1,"2200 W 6TH AVE  "
"108","Theft From Auto Under $5000",2012,10,"6XX ABBOTT ST","600 ABBOTT ST","600 ABBOTT ST , Vancouver, BC, Canada",49.2795536,-123.1074751,49.2797186897163,-123.107293798639,1,"600 ABBOTT ST  "
"109","Theft From Auto Under $5000",2012,10,"20XX COMOX ST","2000 COMOX ST","2000 COMOX ST , Vancouver, BC, Canada",49.2905461,-123.1428513,49.2908120695242,-123.142397391756,1,"2000 COMOX ST  "
"110","Theft From Auto Under $5000",2012,10,"31XX E 29TH AVE","3100 E 29TH AVE","3100 E 29TH AVE , Vancouver, BC, Canada",49.2444151,-123.0404197,49.2446128787418,-123.040223436788,1,"3100 E 29TH AVE  "
"111","Theft From Auto Under $5000",2012,10,"16XX COMMERCIAL DR","1600 COMMERCIAL DR","1600 COMMERCIAL DR , Vancouver, BC, Canada",49.270314,-123.0694058,49.2705986578926,-123.069010695314,1,"1600 COMMERCIAL DR  "
"112","Theft From Auto Under $5000",2012,10,"4XX W 12TH AVE","400 W 12TH AVE","400 W 12TH AVE , Vancouver, BC, Canada",49.2602451,-123.1132602,49.2606196031957,-123.112765305017,1,"400 W 12TH AVE  "
"113","Theft From Auto Under $5000",2012,10,"NANAIMO ST / SE MARINE DR","NANAIMO ST / SE MARINE DR","NANAIMO ST / SE MARINE DR , Vancouver, BC, Canada",49.21107,-123.07747,49.2115038091424,-123.076989164931,1,"NANAIMO ST / SE MARINE DR  "
"114","Theft From Auto Under $5000",2012,10,"35XX W 41ST AVE","3500 W 41ST AVE","3500 W 41ST AVE , Vancouver, BC, Canada",49.2346351,-123.1822385,49.2350243093207,-123.181875552226,1,"3500 W 41ST AVE  "
"115","Theft From Auto Under $5000",2012,10,"11XX BARCLAY ST","1100 BARCLAY ST","1100 BARCLAY ST , Vancouver, BC, Canada",49.2831652,-123.127178,49.283601983882,-123.126886538887,1,"1100 BARCLAY ST  "
"116","Theft From Auto Under $5000",2012,10,"MANITOBA ST / W 11TH AVE","MANITOBA ST / W 11TH AVE","MANITOBA ST / W 11TH AVE , Vancouver, BC, Canada",49.2119,-123.11006,49.2120711627339,-123.109707132826,1,"MANITOBA ST / W 11TH AVE  "
